Abandon Hope|TMP=66
Balance of Power|PTK=1218
Balance|2ED=3440
Balance|3ED=712
Balance|4ED=716
Balance|LEA=80496
Balance|LEB=47244
Balancing Act|ODY=100
Balduvian Barbarians|6ED=28
Balduvian Barbarians|7ED=30
Balduvian Barbarians|8ED=30
Balduvian Barbarians|9ED=16
Balduvian Barbarians|ICE=45
Balduvian Bears|ICE=45
Balduvian Conjurer|ICE=60
Balduvian Dead|ALL=57
Balduvian Fallen|CSP=20
Balduvian Frostwaker|CSP=19
Balduvian Horde|6ED=124
Balduvian Horde|ALL=180
Balduvian Hydra|ICE=120
Balduvian Rage|CSP=21
Balduvian Shaman|ICE=45
Balduvian Trading Post|ALL=138
Balduvian War-Makers|ALL=42
Balduvian Warlord|CSP=20
Balefire Dragon|ISD=200
Balefire Liege|EVE=484
Baleful Stare|7ED=46
Baleful Stare|9ED=24
Baleful Stare|POR=84
Baleful Strix|PC2=1541
Ball Lightning|4ED=1188
Ball Lightning|5ED=1023
Ball Lightning|DRK=3284
Ballista Squad|10E=21
Ballista Squad|9ED=24
Ballista Squad|MMQ=38
Balloon Peddler|MMQ=28
Ballynock Cohort|SHM=14
Ballynock Trapper|EVE=13
Ballyrush Banneret|MOR=22
Balm of Restoration|FEM=144
Baloth Cage Trap|ZEN=18
Baloth Woodcrasher|COM=17
Baloth Woodcrasher|ZEN=19
Balshan Beguiler|ODY=40
Balshan Collaborator|TOR=38
Balshan Griffin|ODY=38
Balthor the Defiled|JUD=582
Balthor the Stout|TOR=82
Balustrade Spy|GTC=14
Bamboozle|ODY=44
Bandage|10E=15
Bandage|STH=30
Bane Alley Broker|GTC=25
Bane of the Living|LGN=112
Banefire|CFX=275
Baneslayer Angel|M11=1221
Banewasp Affliction|ALA=14
Banishing Knack|EVE=13
Banishing Stroke|AVR=22
Banishment Decree|MBS=12
Banners Raised|AVR=13
Banshee's Blade|MRD=56
Banshee|CHR=54
Banshee|DRK=96
Bant Battlemage|ALA=19
Bant Charm|ALA=43
Bant Panorama|ALA=15
Bant Sojourners|ARB=13
Bant Sureblade|ARB=15
Bar the Door|DKA=13
Barbarian Bully|JUD=28
Barbarian General|PTK=480
Barbarian Guides|ICE=45
Barbarian Horde|PTK=118
Barbarian Lunatic|ODY=28
Barbarian Outcast|TOR=28
Barbarian Riftcutter|RAV=13
Barbarian Ring|ODY=158
Barbary Apes|LEG=80
Barbed Battlegear|SOM=16
Barbed Field|PCY=46
Barbed Foliage|MIR=69
Barbed Lightning|DST=26
Barbed Sextant|5ED=51
Barbed Sextant|ICE=45
Barbed Shocker|TSP=23
Barbed Sliver|TMP=84
Barbed Wire|MMQ=42
Barbed-Back Wurm|MIR=57
Barbtooth Wurm|PO2=32
Barbtooth Wurm|S99=46
Bargaining Table|MMQ=86
Bargain|PO2=196
Bargain|S99=206
Barishi|WTH=63
Barkhide Mauler|ONS=26
Barkshell Blessing|SHM=13
Barktooth Warbeard|LEG=244
Barl's Cage|5ED=120
Barl's Cage|CHR=93
Barl's Cage|DRK=160
Baron Sengir|HML=1257
Barony Vampire|M11=13
Barrage Ogre|SOM=17
Barrel Down Sokenzan|SOK=14
Barreling Attack|MIR=114
Barren Glory|FUT=43
Barren Moor|COM=15
Barren Moor|ONS=30
Barrenton Cragtreads|SHM=14
Barrenton Medic|SHM=13
Barrin's Codex|USG=82
Barrin's Spite|INV=100
Barrin's Unmaking|INV=30
Barrin, Master Wizard|USG=122
Barrow Ghoul|WTH=45
Bartel Runeaxe|LEG=2036
Barter in Blood|AVR=25
Barter in Blood|MRD=72
Baru, Fist of Krosa|FUT=56
Basal Sliver|TSP=18
Basal Thrull|FEM=64
Basalt Gargoyle|TSP=19
Basalt Golem|MIR=60
Basalt Monolith|2ED=1768
Basalt Monolith|3ED=444
Basalt Monolith|LEA=19008
Basalt Monolith|LEB=11184
Basandra, Battle Seraph|COM=273
Bash to Bits|ODY=42
Basilica Guards|GTC=15
Basilica Screecher|GTC=14
Basilisk Collar|WWK=487
Basking Rootwalla|TOR=82
Bathe in Light|COM=19
Bathe in Light|RAV=19
Baton of Courage|5DN=26
Baton of Morale|ICE=60
Battered Golem|5DN=26
Batterhorn|RTR=13
Battering Craghorn|ONS=26
Battering Ram|4ED=60
Battering Ram|5ED=48
Battering Ram|ATQ=68
Battering Sliver|PLC=16
Battering Wurm|GPT=19
Batterskull|NPH=794
Battle Cry|ICE=63
Battle Frenzy|ICE=45
Battle Hurda|WWK=13
Battle Hymn|AVR=13
Battle Mastery|LRW=27
Battle of Wits|9ED=44
Battle of Wits|M13=34
Battle of Wits|ODY=94
Battle Rampart|MMQ=28
Battle Screech|JUD=62
Battle Squadron|MMQ=100
Battle Strain|ODY=38
Battle-Mad Ronin|CHK=13
Battlefield Forge|10E=181
Battlefield Forge|9ED=186
Battlefield Forge|APC=372
Battlefield Medic|ONS=26
Battlefield Percher|NMS=46
Battlefield Scrounger|JUD=28
Battleflight Eagle|M13=14
Battlegate Mimic|EVE=13
Battlegrace Angel|ALA=362
Battleground Geist|ISD=18
Battlegrowth|MRD=26
Battletide Alchemist|MOR=43
Battlewand Oak|LRW=15
Battlewise Aven|JUD=28
Batwing Brume|EVE=50
Bay Falcon|MIR=42
Bayou Dragonfly|TMP=45
Bayou|2ED=41640
Bayou|3ED=30248
Bayou|LEA=374492
Bazaar Krovod|RTR=18
Bazaar of Baghdad|ARN=112268
Bazaar of Wonders|MIR=120
Bazaar Trader|WWK=39
Beacon Behemoth|CFX=14
Beacon Hawk|DIS=13
Beacon of Creation|5DN=500
Beacon of Destiny|LGN=74
Beacon of Destruction|10E=61
Beacon of Destruction|5DN=124
Beacon of Immortality|10E=420
Beacon of Immortality|5DN=750
Beacon of Tomorrows|5DN=470
Beacon of Unrest|10E=374
Beacon of Unrest|5DN=690
Bear Cub|PO2=64
Bearscape|ODY=88
Beast Attack|ODY=44
Beast Hunt|ZEN=13
Beast of Burden|7ED=100
Beast of Burden|8ED=90
Beast of Burden|9ED=50
Beast of Burden|ULG=90
Beast Token|NPH=18
Beast Walkers|HML=126
Beast Within|NPH=138
Beast Within|PC2=141
Beastmaster Ascension|ZEN=131
Beastmaster's Magemark|GPT=13
Beasts of Bogardan|CHR=54
Beasts of Bogardan|LEG=148
Beckon Apparition|EVE=17
Beckon Apparition|GTC=14
Bedlam|7ED=88
Bedlam|USG=86
Bee Sting|PO2=56
Bee Sting|POR=69
Beetleback Chief|PC2=74
Befoul|7ED=42
Befoul|CHK=15
Befoul|USG=32
Beguiler of Wills|DKA=86
Behemoth Sledge|ARB=78
Behemoth's Herald|ALA=20
Belbe's Armor|NMS=44
Belbe's Percher|NMS=30
Belbe's Portal|NMS=340
Belfry Spirit|GPT=20
Belligerent Hatchling|EVE=21
Bellowing Fiend|7ED=84
Bellowing Fiend|TMP=117
Bellowing Tanglewurm|SOM=23
Bellows Lizard|RTR=13
Belltower Sphinx|M12=17
Belltower Sphinx|RAV=23
Beloved Chaplain|ODY=94
Ben-Ben, Akki Hermit|CHK=44
Benalish Cavalry|TSP=15
Benalish Commander|PLC=142
Benalish Emissary|INV=42
Benalish Heralds|INV=42
Benalish Hero|2ED=96
Benalish Hero|3ED=60
Benalish Hero|4ED=60
Benalish Hero|5ED=48
Benalish Hero|LEA=980
Benalish Hero|LEB=356
Benalish Infantry|WTH=45
Benalish Knight|10E=16
Benalish Knight|WTH=45
Benalish Lancer|INV=30
Benalish Missionary|WTH=45
Benalish Trapper|INV=30
Benalish Veteran|M12=12
Bend or Break|INV=80
Benediction of Moons|GPT=13
Benevolent Ancestor|RAV=13
Benevolent Bodyguard|JUD=28
Benevolent Unicorn|MIR=42
Benthic Behemoth|7ED=88
Benthic Behemoth|TMP=117
Benthic Djinn|MIR=108
Benthic Explorers|ALL=45
Benthicore|LRW=18
Bequeathal|EXO=32
Bereavement|7ED=46
Bereavement|USG=48
Berserk Murlodont|LGN=26
Berserkers of Blood Ridge|M11=13
Berserk|2ED=21756
Berserk|LEA=42940
Berserk|LEB=37352
Beseech the Queen|SHM=192
Bestial Fury|ALL=42
Bestial Menace|COM=18
Bestial Menace|WWK=19
Betrayal of Flesh|MRD=40
Betrayal|VIS=51
Betrothed of Fire|WTH=45
Bewilder|TSP=14
Bifurcate|MMQ=140
Big Game Hunter|PLC=47
Bile Urchin|BOK=15
Binding Agony|MIR=42
Binding Grasp|5ED=75
Binding Grasp|ICE=66
Bind|INV=112
Biomantic Mastery|DIS=51
Biomass Mutation|GTC=81
Bioplasm|GPT=34
Biorhythm|9ED=56
Biorhythm|ONS=100
Bioshift|GTC=14
Biovisionary|GTC=88
Birchlore Rangers|ONS=60
Bird Maiden|4ED=60
Bird Maiden|5ED=48
Bird Maiden|ARN=168
Birds of Paradise|10E=405
Birds of Paradise|2ED=15360
Birds of Paradise|3ED=1904
Birds of Paradise|4ED=1768
Birds of Paradise|5ED=1470
Birds of Paradise|6ED=902
Birds of Paradise|7ED=946
Birds of Paradise|8ED=846
Birds of Paradise|M11=388
Birds of Paradise|M12=383
Birds of Paradise|PRO=8025
Birds of Paradise|RAV=408
Birthing Pod|NPH=337
Biting Tether|SHM=17
Bitter Ordeal|FUT=130
Bitterblossom|MOR=1818
Bitterheart Witch|ISD=18
Bituminous Blast|ARB=43
Bituminous Blast|PC2=36
Black Carriage|HML=120
Black Cat|DKA=14
Black Knight|2ED=852
Black Knight|3ED=168
Black Knight|4ED=176
Black Knight|5ED=138
Black Knight|LEA=9176
Black Knight|LEB=5536
Black Knight|M11=22
Black Lotus|2ED=400
Black Mana Battery|4ED=176
Black Mana Battery|LEG=312
Black Market|MMQ=1130
Black Poplar Shaman|LRW=13
Black Scarab|ICE=63
Black Sun's Zenith|MBS=204
Black Vise|2ED=968
Black Vise|3ED=344
Black Vise|4ED=300
Black Vise|LEA=27992
Black Vise|LEB=7472
Black Ward|2ED=176
Black Ward|3ED=92
Black Ward|4ED=80
Black Ward|LEA=1948
Black Ward|LEB=680
Blackcleave Cliffs|SOM=540
Blackcleave Goblin|SOM=11
Blackmail|9ED=47
Blackmail|ONS=80
Blade of the Bloodchief|ZEN=171
Blade of the Sixth Pride|FUT=15
Blade Sliver|LGN=96
Blade Splicer|NPH=144
Blade-Tribe Berserkers|SOM=11
Bladed Bracers|AVR=13
Bladed Pinions|SOM=12
Bladed Sentinel|MBS=12
Blademane Baku|BOK=14
Blades of Velis Vel|LRW=13
Bladetusk Boar|M13=14
Bladetusk Boar|ZEN=13
Bladewing the Risen|COM=146
Bladewing the Risen|SCG=362
Bladewing's Thrall|SCG=42
Blanchwood Armor|10E=91
Blanchwood Armor|7ED=132
Blanchwood Armor|8ED=128
Blanchwood Armor|9ED=66
Blanchwood Armor|USG=154
Blanchwood Treefolk|USG=30
Blanket of Night|VIS=135
Blasphemous Act|ISD=98
Blasted Landscape|USG=118
Blaster Mage|MMQ=28
Blasting Station|5DN=316
Blastoderm|NMS=42
Blatant Thievery|ONS=718
Blaze of Glory|2ED=4204
Blaze of Glory|LEA=36840
Blaze of Glory|LEB=11196
Blazethorn Scarecrow|SHM=14
Blaze|10E=39
Blaze|6ED=76
Blaze|7ED=72
Blaze|8ED=68
Blaze|9ED=37
Blaze|PO2=112
Blaze|POR=126
Blaze|PTK=486
Blazing Archon|RAV=212
Blazing Blade Askari|TSP=13
Blazing Effigy|LEG=72
Blazing Salvo|ODY=38
Blazing Shoal|BOK=229
Blazing Specter|INV=270
Blazing Torch|ISD=13
Blazing Torch|ZEN=19
Bleak Coven Vampires|SOM=11
Blessed Breath|CHK=14
Blessed Orator|9ED=22
Blessed Orator|ODY=38
Blessed Reversal|7ED=90
Blessed Reversal|8ED=84
Blessed Reversal|POR=249
Blessed Reversal|ULG=80
Blessed Wind|PCY=84
Blessed Wine|5ED=45
Blessed Wine|ICE=45
Blessing of Leeches|BOK=14
Blessing of the Nephilim|DIS=26
Blessings of Nature|AVR=27
Blessing|2ED=924
Blessing|3ED=208
Blessing|4ED=168
Blessing|LEA=41992
Blessing|LEB=6788
Blight Mamba|SOM=13
Blight Sickle|SHM=15
Blighted Agent|NPH=18
Blighted Shaman|6ED=46
Blighted Shaman|MIR=60
Blightning|ALA=110
Blightsoil Druid|MOR=14
Blightspeaker|PLC=14
Blightsteel Colossus|MBS=629
Blightwidow|MBS=12
Blight|4ED=156
Blight|5ED=126
Blight|6ED=90
Blight|LEG=592
Blind Creeper|5DN=24
Blind Fury|MIR=60
Blind Hunter|GPT=13
Blind Obedience|GTC=515
Blind Phantasm|FUT=14
Blind Seer|INV=84
Blind with Anger|CHK=21
Blind Zealot|NPH=12
Blind-Spot Giant|LRW=13
Blinding Angel|8ED=468
Blinding Angel|9ED=266
Blinding Angel|NMS=450
Blinding Beam|MRD=26
Blinding Light|INV=48
Blinding Light|MIR=63
Blinding Light|POR=255
Blinding Light|S99=182
Blinding Mage|M11=13
Blinding Powder|BOK=28
Blinding Souleater|NPH=13
Blinking Spirit|5ED=126
Blinking Spirit|9ED=40
Blinking Spirit|ICE=123
Blinkmoth Infusion|5DN=80
Blinkmoth Nexus|DST=3218
Blinkmoth Urn|MRD=160
Blinkmoth Well|MRD=42
Blister Beetle|ALA=13
Blistercoil Weird|RTR=20
Blistergrub|SOM=11
Blistering Barrier|MIR=42
Blistering Dieflyn|SHM=13
Blistering Firecat|ONS=476
Blisterstick Shaman|MBS=12
Blitz Hellion|ARB=43
Blizzard Elemental|UDS=82
Blizzard Specter|CSP=105
Blizzard|ICE=117
Bloated Toad|ULG=44
Blockade Runner|MMQ=28
Blockbuster|RAV=19
Blood Artist|AVR=183
Blood Celebrant|LGN=26
Blood Clock|SOK=49
Blood Crypt|DIS=1595
Blood Crypt|RTR=924
Blood Cultist|ALA=20
Blood Feud|DKA=19
Blood Frenzy|TMP=45
Blood Funnel|RAV=34
Blood Hound|MMQ=78
Blood Knight|PLC=51
Blood Lust|4ED=68
Blood Lust|5ED=60
Blood Lust|LEG=712
Blood Moon|8ED=1502
Blood Moon|9ED=778
Blood Moon|CHR=2091
Blood Moon|DRK=4908
Blood Oath|MMQ=92
Blood Ogre|M12=13
Blood of the Martyr|CHR=54
Blood of the Martyr|DRK=100
Blood Pet|6ED=32
Blood Pet|7ED=34
Blood Pet|TMP=51
Blood Reckoning|M13=19
Blood Rites|CHK=19
Blood Seeker|M12=13
Blood Seeker|ZEN=14
Blood Speaker|CHK=28
Blood Tithe|M11=14
Blood Tribute|ZEN=45
Blood Tyrant|CFX=50
Blood Vassal|USG=30
Bloodbond March|RAV=44
Bloodbraid Elf|ARB=222
Bloodbraid Elf|PC2=249
Bloodchief Ascension|ZEN=185
Bloodcrazed Goblin|M11=13
Bloodcrazed Neonate|ISD=13
Bloodcurdler|ODY=76
Bloodcurdling Scream|PO2=66
Bloodfire Colossus|10E=46
Bloodfire Colossus|9ED=40
Bloodfire Colossus|APC=80
Bloodfire Dwarf|APC=30
Bloodfire Infusion|APC=28
Bloodfire Kavu|APC=40
Bloodflow Connoisseur|AVR=13
Bloodfray Giant|RTR=18
Bloodghast|ZEN=567
Bloodgift Demon|ISD=52
Bloodhall Ooze|CFX=54
Bloodhunter Bat|M13=14
Bloodhusk Ritualist|WWK=24
Bloodied Ghost|EVE=19
Bloodletter Quill|RAV=34
Bloodline Keeper|ISD=395
Bloodline Shaman|ONS=54
Bloodlord of Vaasgoth|M12=154
Bloodmark Mentor|SHM=51
Bloodpyre Elemental|ALA=14
Bloodrage Vampire|M12=13
Bloodrock Cyclops|10E=15
Bloodrock Cyclops|WTH=45
Bloodscale Prowler|GPT=13
Bloodscent|MRD=38
Bloodshed Fever|SHM=13
Bloodshot Cyclops|7ED=88
Bloodshot Cyclops|8ED=80
Bloodshot Cyclops|UDS=86
Bloodshot Trainee|FUT=20
Bloodshot Trainee|SOM=16
Bloodstained Mire|ONS=4788
Bloodstoke Howler|LGN=26
Bloodstone Cameo|INV=46
Bloodthirsty Ogre|CHK=24
Bloodthorn Taunter|ALA=13
Bloodthrone Vampire|M11=13
Bloodthrone Vampire|M13=14
Bloodthrone Vampire|PRO=3945
Bloom Tender|EVE=488
Blossoming Wreath|WTH=45
Blowfly Infestation|SHM=25
Bludgeon Brawl|NPH=33
Blue Elemental Blast|2ED=260
Blue Elemental Blast|3ED=88
Blue Elemental Blast|4ED=88
Blue Elemental Blast|LEA=3476
Blue Elemental Blast|LEB=2192
Blue Mana Battery|4ED=152
Blue Mana Battery|LEG=248
Blue Scarab|ICE=63
Blue Sun's Zenith|MBS=61
Blue Ward|2ED=168
Blue Ward|3ED=84
Blue Ward|4ED=80
Blue Ward|LEA=1992
Blue Ward|LEB=692
Blunt the Assault|SOM=11
Blurred Mongoose|INV=122
Blustersquall|RTR=20
Boa Constrictor|MMQ=38
Boar Umbra|PC2=19
Boartusk Liege|SHM=323
Body Double|PLC=192
Body of Jukai|BOK=22
Body Snatcher|UDS=112
Bog Down|PLS=28
Bog Elemental|PCY=76
Bog Glider|PCY=28
Bog Gnarr|APC=30
Bog Hoodlums|LRW=13
Bog Imp|4ED=64
Bog Imp|5ED=48
Bog Imp|6ED=30
Bog Imp|7ED=30
Bog Imp|8ED=30
Bog Imp|9ED=16
Bog Imp|DRK=64
Bog Imp|POR=48
Bog Imp|S99=38
Bog Initiate|INV=30
Bog Raiders|M11=13
Bog Raiders|POR=48
Bog Raiders|S99=40
Bog Raiders|USG=30
Bog Rats|5ED=48
Bog Rats|6ED=28
Bog Rats|CHR=45
Bog Rats|DRK=60
Bog Serpent|PLC=14
Bog Smugglers|MMQ=30
Bog Tatters|ZEN=13
Bog Witch|MMQ=32
Bog Wraith|10E=21
Bog Wraith|2ED=180
Bog Wraith|3ED=80
Bog Wraith|4ED=84
Bog Wraith|5ED=66
Bog Wraith|6ED=50
Bog Wraith|7ED=46
Bog Wraith|8ED=42
Bog Wraith|9ED=23
Bog Wraith|LEA=2404
Bog Wraith|LEB=900
Bog Wraith|POR=60
Bog Wraith|S99=66
Bog Wreckage|ODY=28
Bog-Strider Ash|LRW=13
Bogardan Firefiend|10E=15
Bogardan Firefiend|WTH=45
Bogardan Hellkite|TSP=191
Bogardan Lancer|FUT=14
Bogardan Phoenix|VIS=123
Bogardan Rager|TSP=14
Boggart Arsonists|SHM=13
Boggart Birth Rite|LRW=13
Boggart Forager|LRW=13
Boggart Harbinger|LRW=21
Boggart Loggers|LRW=14
Boggart Mob|LRW=46
Boggart Ram-Gang|SHM=121
Boggart Shenanigans|LRW=31
Boggart Sprite-Chaser|LRW=13
Boiling Blood|WTH=45
Boiling Seas|9ED=31
Boiling Seas|POR=186
Boil|6ED=62
Boil|7ED=62
Boil|8ED=60
Boil|TMP=90
Bojuka Bog|COM=32
Bojuka Bog|WWK=21
Bojuka Brigand|WWK=13
Bola Warrior|NMS=30
Bold Defense|ZEN=13
Boldwyr Heavyweights|MOR=39
Boldwyr Intimidator|FUT=20
Boldwyr Intimidator|MOR=19
Bomb Squad|ODY=106
Bomber Corps|GTC=14
Bond Beetle|M13=14
Bond of Agony|DIS=44
Bonded Fetch|FUT=22
Bonds of Faith|ISD=13
Bonds of Quicksilver|SOM=11
Bone Dancer|WTH=471
Bone Flute|DRK=88
Bone Harvest|MIR=42
Bone Mask|MIR=117
Bone Saw|CFX=16
Bone Shaman|ICE=45
Bone Shredder|ULG=56
Bone Splinters|ALA=14
Bone Splinters|AVR=13
Bone to Ash|DKA=13
Bonebreaker Giant|M12=12
Bonehoard|MBS=36
Boneknitter|ONS=62
Boneshard Slasher|TOR=38
Bonesplitter Sliver|TSP=19
Bonesplitter|MRD=52
Bonethorn Valesk|SCG=28
Boneyard Wurm|ISD=19
Bonfire of the Damned|AVR=2722
Booby Trap|9ED=65
Booby Trap|TMP=204
Book Burning|JUD=38
Book of Rass|CHR=90
Book of Rass|DRK=104
Boom // Bust|PLC=306
Boomerang|10E=22
Boomerang|5ED=63
Boomerang|6ED=40
Boomerang|7ED=44
Boomerang|8ED=42
Boomerang|9ED=21
Boomerang|CHR=57
Boomerang|LEG=164
Boomerang|MIR=60
Boon Reflection|SHM=307
Borborygmos Enraged|GTC=351
Borborygmos|GPT=52
Border Guard|POR=48
Border Guard|S99=46
Border Patrol|JUD=28
Borderland Behemoth|MOR=49
Borderland Ranger|AVR=14
Boreal Centaur|CSP=14
Boreal Druid|CSP=18
Boreal Griffin|CSP=15
Boreal Shelf|CSP=82
Boris Devilboon|LEG=2328
Boros Charm|GTC=297
Boros Elite|GTC=30
Boros Fury-Shield|RAV=15
Boros Garrison|COM=41
Boros Garrison|RAV=36
Boros Guildgate|GTC=25
Boros Guildmage|COM=27
Boros Guildmage|RAV=24
Boros Keyrune|GTC=25
Boros Reckoner|GTC=1087
Boros Recruit|RAV=18
Boros Signet|COM=23
Boros Signet|RAV=20
Boros Swiftblade|RAV=30
Borrowing 100,000 Arrows|PTK=4854
Borrowing the East Wind|PTK=1482
Boseiju, Who Shelters All|CHK=462
Bosh, Iron Golem|MRD=94
Bosium Strip|WTH=207
Bosk Banneret|MOR=18
Bottle Gnomes|10E=24
Bottle Gnomes|9ED=26
Bottle Gnomes|MRD=46
Bottle Gnomes|TMP=75
Bottle of Suleiman|3ED=168
Bottle of Suleiman|4ED=156
Bottle of Suleiman|5ED=126
Bottle of Suleiman|6ED=86
Bottle of Suleiman|ARN=1232
Bottled Cloister|RAV=42
Bottomless Pit|STH=56
Bottomless Vault|5ED=330
Bottomless Vault|FEM=352
Bouncing Beebles|ULG=30
Bound // Determined|DIS=44
Bound in Silence|FUT=21
Boundless Realms|M13=57
Bounteous Kirin|SOK=38
Bountiful Harvest|M12=12
Bountiful Harvest|M13=14
Bounty Hunter|TMP=201
Bounty of the Hunt|ALL=84
Bower Passage|AVR=19
Brace for Impact|DIS=19
Brackwater Elemental|CFX=14
Braid of Fire|CSP=634
Braids, Cabal Minion|ODY=270
Braids, Conjurer Adept|PLC=59
Braidwood Cup|UDS=44
Braidwood Sextant|UDS=44
Brain Freeze|SCG=436
Brain Gorgers|PLC=14
Brain Pry|DIS=20
Brain Weevil|ISD=12
Brainbite|ARB=13
Braingeyser|2ED=4040
Braingeyser|3ED=952
Braingeyser|LEA=72776
Braingeyser|LEB=27624
Brainspoil|RAV=15
Brainstorm|5ED=504
Brainstorm|COM=184
Brainstorm|ICE=489
Brainstorm|MMQ=342
Brainwash|4ED=60
Brainwash|5ED=48
Brainwash|DRK=60
Bramble Elemental|PC2=13
Bramble Elemental|RAV=14
Bramblecrush|ISD=19
Bramblewood Paragon|MOR=115
Branching Bolt|ALA=14
Branchsnap Lorian|LGN=36
Brand of Ill Omen|ICE=120
Branded Brawlers|PCY=28
Brand|USG=184
Brass Gnat|TSP=14
Brass Herald|8ED=68
Brass Herald|APC=48
Brass Man|3ED=88
Brass Man|4ED=88
Brass Man|ARN=872
Brass Secretary|UDS=40
Brass Squire|MBS=19
Brass-Talon Chimera|VIS=60
Brassclaw Orcs|5ED=48
Brassclaw Orcs|FEM=60
Bravado|USG=32
Brave the Elements|ZEN=47
Brawl|MMQ=82
Brawn|COM=48
Brawn|JUD=98
Breach|USG=30
Break Asunder|SCG=28
Break Open|ONS=26
Break of Day|DKA=13
Breaking Point|JUD=518
Breaking Wave|INV=82
Breakthrough|TOR=394
Breath of Darigaaz|COM=19
Breath of Darigaaz|INV=54
Breath of Dreams|ICE=60
Breath of Fury|RAV=41
Breath of Life|7ED=110
Breath of Life|PO2=156
Breath of Life|POR=177
Breath of Life|S00=168
Breath of Life|S99=108
Breath of Malfegor|ARB=15
Breathstealer's Crypt|VIS=156
Breathstealer|MIR=42
Breeding Pit|5ED=132
Breeding Pit|FEM=148
Breeding Pool|DIS=2384
Breeding Pool|GTC=1245
Breezekeeper|VIS=45
Briar Patch|MMQ=42
Briar Shield|WTH=57
Briarberry Cohort|SHM=13
Briarhorn|LRW=17
Briarknit Kami|SOK=26
Briarpack Alpha|DKA=18
Bribery|8ED=3300
Bribery|MMQ=3394
Bridge from Below|FUT=1359
Brightflame|RAV=52
Brighthearth Banneret|MOR=15
Brightstone Ritual|ONS=42
Brigid, Hero of Kinsbaile|LRW=56
Brilliant Halo|USG=30
Brilliant Plan|PTK=254
Brilliant Ultimatum|ALA=35
Brimstone Dragon|PO2=3500
Brimstone Volley|ISD=28
Brindle Boar|M11=13
Brindle Boar|M12=12
Brindle Shoat|PC2=30
Brine Elemental|TSP=21
Brine Hag|LEG=188
Brine Seer|UDS=44
Brine Shaman|ICE=45
Bringer of the Black Dawn|5DN=296
Bringer of the Blue Dawn|5DN=468
Bringer of the Green Dawn|5DN=242
Bringer of the Red Dawn|5DN=234
Bringer of the White Dawn|5DN=294
Brink of Disaster|M12=12
Brink of Disaster|WWK=13
Brink of Madness|ULG=80
Brion Stoutarm|COM=53
Brion Stoutarm|LRW=66
Brittle Effigy|M11=46
Broken Ambitions|LRW=19
Broken Dam|PTK=180
Broken Fall|TMP=42
Broken Visage|5ED=108
Broken Visage|HML=126
Brontotherium|LGN=38
Bronze Bombshell|DIS=63
Bronze Horse|CHR=84
Bronze Horse|LEG=752
Bronze Tablet|4ED=140
Bronze Tablet|ATQ=476
Brood of Cockroaches|VIS=63
Brood Sliver|LGN=378
Broodhatch Nantuko|ONS=50
Brooding Saurian|CSP=49
Broodmate Dragon|ALA=130
Broodmate Dragon|PRO=1495
Broodstar|MRD=186
Brothers of Fire|4ED=60
Brothers of Fire|5ED=48
Brothers of Fire|DRK=88
Brothers Yamazaki|CHK=44
Browbeat|JUD=418
Browbeat|TSB=219
Brown Ouphe|ICE=42
Brown Ouphe|MRD=36
Browse|6ED=48
Browse|ALL=78
Bruna, Light of Alabaster|AVR=155
Brush with Death|STH=30
Brushland|10E=172
Brushland|5ED=474
Brushland|6ED=320
Brushland|7ED=304
Brushland|9ED=155
Brushland|ICE=456
Brushstrider|RTR=18
Brushwagg|MIR=114
Brutal Deceiver|CHK=14
Brutal Nightstalker|PO2=60
Brutal Suppression|PCY=40
Brutalizer Exarch|NPH=18
Brutalizer Exarch|PC2=15
Brute Force|PLC=22
Bubble Matrix|WTH=279
Bubbling Beebles|UDS=30
Bubbling Muck|UDS=78
Budoka Gardener|CHK=81
Budoka Pupil|BOK=20
Builder's Bane|MIR=39
Builder's Blessing|AVR=18
Bull Aurochs|CSP=14
Bull Cerodon|ALA=20
Bull Elephant|VIS=45
Bull Hippo|7ED=48
Bull Hippo|POR=57
Bull Hippo|S99=50
Bull Hippo|USG=42
Bull Rush|WWK=13
Bullwhip|STH=42
Bulwark|USG=86
Bump in the Night|ISD=24
Buoyancy|MMQ=28
Burden of Greed|DST=26
Burden of Guilt|DKA=13
Burgeoning|STH=1142
Buried Alive|COM=222
Buried Alive|ODY=440
Buried Alive|WTH=612
Buried Ruin|M12=44
Burn at the Stake|AVR=46
Burn Trail|SHM=13
Burn the Impure|MBS=12
Burning Cloak|POR=54
Burning Fields|PTK=112
Burning Oil|DKA=19
Burning of Xinye|PTK=10636
Burning Palm Efreet|MIR=60
Burning Sands|ODY=84
Burning Shield Askari|MIR=42
Burning Vengeance|ISD=19
Burning Wish|JUD=4172
Burning-Eye Zubera|SOK=21
Burning-Tree Bloodscale|GPT=12
Burning-Tree Emissary|GTC=55
Burning-Tree Shaman|GPT=88
Burnout|ALL=75
Burnt Offering|ICE=51
Burr Grafter|CHK=14
Burrenton Bombardier|MOR=14
Burrenton Forge-Tender|LRW=43
Burrenton Shield-Bearers|MOR=14
Burrowing|2ED=200
Burrowing|3ED=88
Burrowing|4ED=84
Burrowing|6ED=44
Burrowing|LEA=2372
Burrowing|LEB=680
Burst Lightning|ZEN=27
Burst of Energy|ULG=30
Burst of Strength|GTC=13
Bushi Tenderfoot|CHK=30
Butcher Ghoul|AVR=14
Butcher Orgg|ONS=70
Butcher of Malakir|COM=78
